listing_url,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood,london_borough,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,instant_bookable,cancellation_policy,24-hour check-in,Air conditioning,BBQ grill,Bathtub,Bed linens,Breakfast,Building staff,Buzzer/wireless intercom,Cable TV,Carbon monoxide detector,Cat(s),Children’s books and toys,Coffee maker,Cooking basics,Crib,Dishwasher,Doorman,Dryer,Elevator,Ethernet connection,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,First aid kit,Flat path to front door,Free parking on premises,Free street parking,Garden or backyard,Gym,Hair dryer,Handheld shower head,Hangers,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Internet,Iron,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Other,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pets allowed,Pets live on this property,Private entrance,Private living room,Room-darkening shades,Safety card,Self check-in,Shampoo,Single level home,Smoke detector,Smoking allowed,Step-free access,Suitable for events,TV,Washer,Well-lit path to entrance,Wheelchair accessible,Wide clearance to bed,Wide doorway,Wide hallway clearance
https://www.airbnb.com/rooms/34825,150078,0,2,0,Bloomsbury,Camden,51.52513129,-0.117492308,Apartment,Private room,4,1,1,2,45,1,20,1,365,77,0,strict_14_with_grace_period,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/36299,155938,0,1,1,LB of Richmond upon Thames,Richmond upon Thames,51.47934474,-0.280661514,Townhouse,Entire home/apt,5,1.5,3,3,195,1,0,3,730,70,0,moderate,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/36660,157884,1,2,0,LB of Haringey,Haringey,51.58461209,-0.161695579,House,Private room,2,1,1,1,72,1,0,2,365,32,1,strict_14_with_grace_period,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/37384,161459,0,1,0,Nunhead,Southwark,51.46871269,-0.064552109,House,Private room,2,1,1,1,70,1,10,2,21,65,0,strict_14_with_grace_period,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/38151,163634,0,1,0,Crystal Palace,Croydon,51.4193969,-0.087219007,Apartment,Private room,2,1,1,,65,1,0,1,730,90,0,flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.airbnb.com/rooms/38407,164566,0,1,0,Isle of Dogs,Tower Hamlets,51.49994513,-0.02624264,Apartment,Entire home/apt,2,1,1,1,79,2,0,2,365,0,1,strict_14_with_grace_period,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/38605,165579,1,2,1,Shepherd's Bush,Hammersmith and Fulham,51.50686711,-0.233280913,Townhouse,Private room,2,1,1,1,62,1,0,2,14,44,0,moderate,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
https://www.airbnb.com/rooms/38610,165579,1,2,1,Shepherd's Bush,Hammersmith and Fulham,51.50818894,-0.232842121,Townhouse,Entire home/apt,10,2,5,5,296,6,18,6,1125,9,0,strict_14_with_grace_period,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/38950,167107,0,4,0,,Haringey,51.58729624,-0.086060764,House,Private room,2,1,1,1,25,1,25,1,14,60,0,strict_14_with_grace_period,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/39387,168920,0,1,0,City of Westminster,Westminster,51.52588751,-0.199424742,Apartment,Private room,2,1,1,1,29,1,10,3,21,79,0,moderate,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/40228,167107,0,4,0,,Haringey,51.5885998,-0.088053481,Townhouse,Private room,2,1.5,1,1,29,1,25,1,31,90,0,strict_14_with_grace_period,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/41311,103583,0,3,0,LB of Barnet,Barnet,51.5737541,-0.208902668,House,Private room,2,1.5,1,1,25,1,8,15,1124,0,1,strict_14_with_grace_period,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/41445,180838,0,1,1,LB of Barnet,Barnet,51.61648002,-0.257876177,Apartment,Entire home/apt,4,1,2,3,160,4,50,4,365,90,0,strict_14_with_grace_period,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/41509,181028,0,2,1,Acton,Hounslow,51.49156665,-0.256000208,Apartment,Private room,4,1,1,3,49,1,20,2,50,89,0,moderate,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/41712,182322,1,2,1,Southwark,Southwark,51.50205019,-0.100150134,Apartment,Private room,2,1,1,1,85,1,30,1,365,34,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/41870,182993,0,1,0,Stratford,Waltham Forest,51.55842367,0.003823113,House,Private room,2,2.5,1,1,35,1,10,2,730,0,1,moderate,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/42001,183658,1,2,1,Hammersmith,Hammersmith and Fulham,51.49440887,-0.20478736,Apartment,Private room,3,1.5,1,0,60,1,20,2,7,61,0,moderate,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/42010,157884,1,2,0,LB of Barnet,Barnet,51.58611257,-0.162721566,House,Private room,2,0,1,1,45,1,0,2,365,59,1,strict_14_with_grace_period,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/42053,183802,0,1,1,LB of Ealing,Ealing,51.50114191,-0.318421485,Townhouse,Entire home/apt,1,1.5,1,1,99,1,39,17,20,0,0,strict_14_with_grace_period,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/42692,186510,0,1,1,Notting Hill,Hammersmith and Fulham,51.50803197,-0.215989828,Apartment,Private room,1,1.5,1,1,125,1,0,1,14,0,0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/42941,187481,0,1,0,LB of Richmond upon Thames,Richmond upon Thames,51.43711531,-0.321420319,Bed and breakfast,Private room,2,1,1,1,85,1,25,2,14,88,0,moderate,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/43129,188138,1,3,1,Fulham,Hammersmith and Fulham,51.48172435,-0.209567079,Townhouse,Private room,2,1,1,1,36,1,20,2,1125,65,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/43202,188559,1,1,1,LB of Brent,Brent,51.53032976,-0.217343672,Apartment,Entire home/apt,2,1,1,1,100,2,0,2,40,2,1,strict_14_with_grace_period,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
https://www.airbnb.com/rooms/44144,193280,0,2,0,Parsons Green,Hammersmith and Fulham,51.47483498,-0.19302847,Apartment,Private room,2,1,1,1,65,1,15,3,90,70,0,flexible,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/44237,193280,0,2,0,Parsons Green,Hammersmith and Fulham,51.4739406,-0.193552484,Apartment,Private room,2,1,1,1,55,1,15,1,90,65,0,flexible,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/44649,48653,0,1,1,De Beauvoir Town,Hackney,51.54060716,-0.084626255,Apartment,Private room,2,1,1,1,45,1,12,5,90,6,0,strict_14_with_grace_period,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/45163,199530,0,2,1,Hampstead,Camden,51.55224048,-0.199643609,Apartment,Private room,1,1,1,1,40,1,0,3,7,83,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/45168,199549,0,1,1,Westbourne Green,Westminster,51.51736696,-0.195761875,Apartment,Entire home/apt,4,1,1,1,120,2,10,3,21,1,0,flexible,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/45434,201568,0,4,1,West Norwood,Lambeth,51.42404638,-0.085898035,Apartment,Private room,2,1,1,1,39,1,0,2,730,78,0,strict_14_with_grace_period,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
https://www.airbnb.com/rooms/45670,202973,0,3,0,,Brent,51.5513301,-0.214067671,House,Private room,2,2.5,1,2,60,1,0,2,365,90,0,strict_14_with_grace_period,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/46491,207977,0,1,0,LB of Islington,Islington,51.56172035,-0.100538455,Apartment,Private room,1,2,1,1,95,1,0,3,1125,90,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/46992,211291,1,2,1,,Hackney,51.55028744,-0.051904606,Condominium,Private room,3,1,1,1,56,2,22,3,62,14,0,strict_14_with_grace_period,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/47192,212734,1,1,0,Somers Town,Camden,51.52969679,-0.143837658,Apartment,Private room,1,1,1,1,39,1,0,2,7,27,0,strict_14_with_grace_period,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/47369,214258,0,3,1,Westbourne Green,Westminster,51.52120722,-0.185170285,Apartment,Private room,2,1,1,1,48,1,25,2,40,32,0,strict_14_with_grace_period,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/49663,225065,0,1,0,Tulse Hill,Lambeth,51.44844458,-0.10005808,House,Private room,2,1.5,1,1,65,1,15,2,14,83,0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/49970,216660,0,5,0,Hammersmith,Hammersmith and Fulham,51.49526613,-0.229376171,Serviced apartment,Entire home/apt,2,1,1,1,55,2,0,1,730,41,1,strict_14_with_grace_period,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/51578,237356,0,2,1,,Hackney,51.55225332,-0.055471353,Apartment,Entire home/apt,2,1,1,1,75,1,0,5,1125,35,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/51830,239020,0,1,1,Westbourne Green,Westminster,51.51732367,-0.193130376,Apartment,Entire home/apt,3,1,1,2,125,2,20,1,42,5,0,strict_14_with_grace_period,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/52151,99183,0,1,1,LB of Islington,Islington,51.54957409,-0.08808327,Apartment,Entire home/apt,2,1,1,1,80,1,0,3,30,0,0,strict_14_with_grace_period,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.airbnb.com/rooms/53242,247650,0,2,1,South Lambeth,Lambeth,51.47075184,-0.129125527,Apartment,Private room,1,1,1,1,55,1,5,3,730,0,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/53245,247650,0,2,1,South Lambeth,Lambeth,51.47246142,-0.127265141,Apartment,Entire home/apt,2,1,1,1,85,1,10,4,730,1,0,strict_14_with_grace_period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
https://www.airbnb.com/rooms/54970,202973,0,3,0,LB of Brent,Brent,51.55082621,-0.214144678,House,Private room,5,1,1,5,125,1,15,2,365,8,0,strict_14_with_grace_period,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.airbnb.com/rooms/55402,57861,1,3,1,LB of Croydon,Croydon,51.3743756,-0.117704087,Condominium,Entire home/apt,4,2,2,2,55,4,0,14,730,12,0,moderate,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
